timestamp_t,image_path_t,drive_state_t,sonar_0_t,sonar_1_t,sonar_2_t,sonar_3_t,sonar_4_t,steer_cls_t,throttle_cls_t,timestamp_tk,steer_cls_tk,k,split
1769513212882.0,learning_data/20260127_202651/images/frame_00000013_1769513212882.jpg,READY,3.9131386280059814,0.5384644269943237,0.803014874458313,0.5345799922943115,0.9131283760070801,1,2,1769513212982.0,1,1,train
1769513212982.0,learning_data/20260127_202651/images/frame_00000014_1769513212982.jpg,READY,3.9316203594207764,0.5390368700027466,0.8067357540130615,0.5381782054901123,0.9177488088607788,1,2,1769513213124.0,1,1,train
1769513213124.0,learning_data/20260127_202651/images/frame_00000015_1769513213124.jpg,READY,0.5072253942489624,0.5381782054901123,0.8026059865951538,0.5384644269943237,0.9175443649291992,1,2,1769513213249.0,1,1,train
1769513213249.0,learning_data/20260127_202651/images/frame_00000016_1769513213249.jpg,READY,3.9360363483428955,0.5387915372848511,0.8028922080993652,0.5380555391311646,0.9175443649291992,1,2,1769513213349.0,1,1,train
1769513213349.0,learning_data/20260127_202651/images/frame_00000017_1769513213349.jpg,READY,0.8364619016647339,0.5349479913711548,0.8064495325088501,0.5383826494216919,1.021320104598999,1,2,1769513213452.0,1,1,val
1769513213452.0,learning_data/20260127_202651/images/frame_00000018_1769513213452.jpg,READY,3.9314160346984863,0.54831862449646,0.5180609226226807,0.5338848829269409,0.9216741323471069,1,2,1769513213553.0,1,1,train
1769513213553.0,learning_data/20260127_202651/images/frame_00000019_1769513213553.jpg,READY,3.932070255279541,0.5433710813522339,0.7985988855361938,0.5386279821395874,0.9175852537155151,1,2,1769513213707.0,1,1,train
1769513213707.0,learning_data/20260127_202651/images/frame_00000020_1769513213707.jpg,READY,1.5268690586090088,0.5390368700027466,0.8029739856719971,0.5340893268585205,0.91713547706604,1,2,1769513213809.0,1,1,train
1769513213809.0,learning_data/20260127_202651/images/frame_00000021_1769513213809.jpg,READY,1.5268690586090088,0.5383826494216919,0.8025650978088379,0.538341760635376,0.8784546852111816,1,2,1769513213933.0,1,1,train
1769513213933.0,learning_data/20260127_202651/images/frame_00000022_1769513213933.jpg,READY,3.9270408153533936,0.5347844362258911,0.8024424314498901,0.5427168607711792,0.9138643741607666,1,2,1769513214052.0,1,1,train
1769513214052.0,learning_data/20260127_202651/images/frame_00000023_1769513214052.jpg,READY,0.5760412216186523,0.5381782054901123,0.8028922080993652,0.5346208810806274,0.9175443649291992,1,2,1769513214191.0,1,1,train
1769513214191.0,learning_data/20260127_202651/images/frame_00000024_1769513214191.jpg,READY,0.5760412216186523,0.5379328727722168,0.8030966520309448,0.534866213798523,0.9182803630828857,1,2,1769513214320.0,1,1,train
1769513214320.0,learning_data/20260127_202651/images/frame_00000025_1769513214320.jpg,READY,1.9956181049346924,0.5383008718490601,0.8018699884414673,0.5383826494216919,0.9128830432891846,1,2,1769513214430.0,1,1,val
1769513214430.0,learning_data/20260127_202651/images/frame_00000026_1769513214430.jpg,READY,1.9956181049346924,0.5384235382080078,0.8019517660140991,0.538832426071167,0.9129648208618164,1,2,1769513214552.0,1,1,train
1769513214552.0,learning_data/20260127_202651/images/frame_00000027_1769513214552.jpg,READY,1.9956181049346924,0.5380964279174805,0.8021562099456787,0.542839527130127,0.9128012657165527,1,2,1769513214706.0,1,1,val
1769513214706.0,learning_data/20260127_202651/images/frame_00000028_1769513214706.jpg,READY,0.577226996421814,0.5429213047027588,0.8024424314498901,0.16220581531524658,0.8365027904510498,1,2,1769513214831.0,1,1,val
1769513214831.0,learning_data/20260127_202651/images/frame_00000029_1769513214831.jpg,READY,0.577226996421814,0.5389142036437988,0.8018699884414673,0.538341760635376,0.9165630340576172,1,2,1769513214951.0,1,1,train
1769513214951.0,learning_data/20260127_202651/images/frame_00000030_1769513214951.jpg,READY,0.573219895362854,0.5380555391311646,0.802483320236206,0.5385870933532715,0.9128421545028687,1,2,1769513215077.0,1,1,train
1769513215077.0,learning_data/20260127_202651/images/frame_00000031_1769513215077.jpg,READY,0.5807843208312988,0.5380146503448486,0.8018290996551514,0.538341760635376,0.9165630340576172,1,2,1769513215179.0,1,1,train
1769513215179.0,learning_data/20260127_202651/images/frame_00000032_1769513215179.jpg,READY,0.8680689334869385,0.5385870933532715,0.7979037761688232,0.5349071025848389,0.9204065799713135,1,2,1769513215288.0,1,1,train
1769513215288.0,learning_data/20260127_202651/images/frame_00000033_1769513215288.jpg,READY,3.9240150451660156,0.538341760635376,0.801501989364624,0.5345799922943115,0.919629693031311,1,2,1769513215410.0,1,1,train
1769513215410.0,learning_data/20260127_202651/images/frame_00000034_1769513215410.jpg,READY,3.9240150451660156,0.5384644269943237,0.8022788763046265,0.5336804389953613,2.1595003604888916,1,2,1769513215534.0,1,1,train
1769513215534.0,learning_data/20260127_202651/images/frame_00000035_1769513215534.jpg,READY,0.5685994625091553,0.5049765110015869,0.7977402210235596,0.5339666604995728,0.9150501489639282,1,2,1769513215657.0,1,1,val
1769513215657.0,learning_data/20260127_202651/images/frame_00000036_1769513215657.jpg,READY,0.5063667297363281,0.5378919839859009,0.802524209022522,0.5382190942764282,0.9210608005523682,1,2,1769513215767.0,1,1,val
1769513215767.0,learning_data/20260127_202651/images/frame_00000037_1769513215767.jpg,READY,0.5063667297363281,0.5386279821395874,0.8021562099456787,0.5345799922943115,0.9208154678344727,1,2,1769513215876.0,1,1,train
1769513215876.0,learning_data/20260127_202651/images/frame_00000038_1769513215876.jpg,READY,0.5063667297363281,0.5341711044311523,0.8021153211593628,0.5347026586532593,0.9255176782608032,1,2,1769513216033.0,1,1,train
1769513216033.0,learning_data/20260127_202651/images/frame_00000039_1769513216033.jpg,READY,2.003100872039795,0.5385870933532715,0.8062450885772705,0.5349479913711548,0.9292385578155518,1,2,1769513216164.0,1,1,train
1769513216164.0,learning_data/20260127_202651/images/frame_00000040_1769513216164.jpg,READY,2.003100872039795,0.5400999784469604,0.3663226366043091,0.5342119932174683,0.9287478923797607,1,2,1769513216271.0,1,1,train
1769513216271.0,learning_data/20260127_202651/images/frame_00000041_1769513216271.jpg,READY,2.0048179626464844,0.8586645126342773,0.6686952114105225,0.5345799922943115,0.9161950349807739,1,2,1769513216424.0,1,1,train
1769513216424.0,learning_data/20260127_202651/images/frame_00000042_1769513216424.jpg,READY,2.0048179626464844,0.5390777587890625,0.5717887878417969,0.5350706577301025,0.9199568033218384,1,2,1769513216563.0,1,1,train
1769513216563.0,learning_data/20260127_202651/images/frame_00000043_1769513216563.jpg,READY,3.927490711212158,0.5342937707901001,0.8021153211593628,0.5382190942764282,0.9247816801071167,1,2,1769513216665.0,1,1,train
1769513216665.0,learning_data/20260127_202651/images/frame_00000044_1769513216665.jpg,READY,2.9233028888702393,0.538341760635376,0.8021970987319946,0.5382190942764282,0.9247816801071167,1,2,1769513216767.0,1,1,train
1769513216767.0,learning_data/20260127_202651/images/frame_00000045_1769513216767.jpg,READY,3.918944835662842,0.5389550924301147,0.8063268661499023,0.5386279821395874,0.9209790229797363,1,2,1769513216874.0,1,1,train
1769513216874.0,learning_data/20260127_202651/images/frame_00000046_1769513216874.jpg,READY,3.9275314807891846,0.5345391035079956,0.810497522354126,0.5342937707901001,0.5773087739944458,1,2,1769513217004.0,1,1,train
1769513217004.0,learning_data/20260127_202651/images/frame_00000047_1769513217004.jpg,READY,3.9275314807891846,0.5385870933532715,0.8015837669372559,0.5380964279174805,0.925108790397644,1,2,1769513217129.0,1,1,train
1769513217129.0,learning_data/20260127_202651/images/frame_00000048_1769513217129.jpg,READY,1.1976734399795532,0.5346617698669434,0.5053036212921143,0.4123225212097168,0.594154953956604,1,2,1769513217238.0,1,1,train
1769513217238.0,learning_data/20260127_202651/images/frame_00000049_1769513217238.jpg,READY,1.5300583839416504,0.5383008718490601,0.8021153211593628,0.5383008718490601,0.9207745790481567,1,2,1769513217388.0,1,1,val
1769513217388.0,learning_data/20260127_202651/images/frame_00000050_1769513217388.jpg,READY,2.083528995513916,0.5383008718490601,0.8021970987319946,0.5349479913711548,0.9205701351165771,1,2,1769513217497.0,1,1,val
1769513217497.0,learning_data/20260127_202651/images/frame_00000051_1769513217497.jpg,READY,3.9157962799072266,0.5382599830627441,0.8016655445098877,0.538341760635376,0.9164812564849854,1,2,1769513217606.0,1,1,val
1769513217606.0,learning_data/20260127_202651/images/frame_00000052_1769513217606.jpg,READY,3.9157962799072266,0.5380555391311646,0.8019517660140991,0.5384644269943237,0.9166039228439331,1,2,1769513217714.0,1,1,train
1769513217714.0,learning_data/20260127_202651/images/frame_00000053_1769513217714.jpg,READY,3.9157962799072266,0.5380555391311646,0.8019517660140991,0.5384644269943237,0.9166039228439331,1,2,1769513217850.0,1,1,train
1769513217850.0,learning_data/20260127_202651/images/frame_00000054_1769513217850.jpg,READY,3.9157962799072266,0.5383826494216919,0.8014611005783081,0.534334659576416,0.9212243556976318,1,2,1769513217952.0,1,1,train
1769513217952.0,learning_data/20260127_202651/images/frame_00000055_1769513217952.jpg,READY,2.336794137954712,0.5381782054901123,0.7882949113845825,0.5344982147216797,0.9204474687576294,1,2,1769513218099.0,1,1,train
1769513218099.0,learning_data/20260127_202651/images/frame_00000056_1769513218099.jpg,READY,3.925118923187256,0.538341760635376,0.8015837669372559,0.542839527130127,0.9168492555618286,1,2,1769513218229.0,1,1,train
1769513218229.0,learning_data/20260127_202651/images/frame_00000057_1769513218229.jpg,READY,3.9293713569641113,0.5382599830627441,0.8022379875183105,0.5345391035079956,0.9204883575439453,1,2,1769513218361.0,1,1,train
1769513218361.0,learning_data/20260127_202651/images/frame_00000058_1769513218361.jpg,READY,1.431107521057129,0.5340893268585205,0.8107837438583374,0.5385462045669556,0.9169719219207764,1,2,1769513218502.0,1,1,val
1769513218502.0,learning_data/20260127_202651/images/frame_00000059_1769513218502.jpg,READY,1.5238432884216309,0.1014859676361084,0.8067357540130615,0.4339526891708374,0.9170945882797241,1,2,1769513218618.0,1,1,val
1769513218618.0,learning_data/20260127_202651/images/frame_00000060_1769513218618.jpg,READY,4.049788951873779,0.5382599830627441,0.8059588670730591,0.5342119932174683,0.916154146194458,1,2,1769513218748.0,1,1,train
1769513218748.0,learning_data/20260127_202651/images/frame_00000061_1769513218748.jpg,READY,3.9293713569641113,0.5374830961227417,0.8012975454330444,0.5427577495574951,0.9164812564849854,1,2,1769513218850.0,1,1,train
1769513218850.0,learning_data/20260127_202651/images/frame_00000062_1769513218850.jpg,READY,0.5991024971008301,0.5342937707901001,0.8012566566467285,0.5344164371490479,0.9162768125534058,1,2,1769513218990.0,1,1,train
1769513218990.0,learning_data/20260127_202651/images/frame_00000063_1769513218990.jpg,READY,3.962900161743164,0.5427168607711792,0.7977811098098755,0.5347844362258911,0.912147045135498,1,2,1769513219099.0,1,1,train
1769513219099.0,learning_data/20260127_202651/images/frame_00000064_1769513219099.jpg,READY,2.807260513305664,0.5382190942764282,0.8017473220825195,0.5347026586532593,0.9168492555618286,1,2,1769513219201.0,1,1,train
1769513219201.0,learning_data/20260127_202651/images/frame_00000065_1769513219201.jpg,READY,2.807260513305664,0.5387506484985352,0.8022379875183105,0.5345391035079956,0.9168901443481445,1,2,1769513219314.0,1,1,train
1769513219314.0,learning_data/20260127_202651/images/frame_00000066_1769513219314.jpg,READY,3.924914598464966,0.5386688709259033,0.8019108772277832,0.5349888801574707,0.9164812564849854,1,2,1769513219459.0,1,1,train
1769513219459.0,learning_data/20260127_202651/images/frame_00000067_1769513219459.jpg,READY,0.5573141574859619,0.5344982147216797,0.802033543586731,0.5347026586532593,0.9165221452713013,1,2,1769513219598.0,1,1,train
1769513219598.0,learning_data/20260127_202651/images/frame_00000068_1769513219598.jpg,READY,0.5573141574859619,0.5341302156448364,0.8019517660140991,0.5344573259353638,0.9166857004165649,1,2,1769513219706.0,1,1,val
1769513219706.0,learning_data/20260127_202651/images/frame_00000069_1769513219706.jpg,READY,2.9591622352600098,0.5382599830627441,0.8014202117919922,0.534866213798523,0.9159497022628784,1,2,1769513219859.0,1,1,train
1769513219859.0,learning_data/20260127_202651/images/frame_00000070_1769513219859.jpg,READY,1.3820818662643433,0.5382190942764282,0.7981899976730347,0.5346617698669434,0.9117790460586548,1,2,1769513219968.0,1,1,train
1769513219968.0,learning_data/20260127_202651/images/frame_00000071_1769513219968.jpg,READY,1.3820818662643433,0.5382190942764282,0.7981899976730347,0.5346617698669434,0.9117790460586548,1,2,1769513220101.0,1,1,train
1769513220101.0,learning_data/20260127_202651/images/frame_00000072_1769513220101.jpg,READY,1.3820818662643433,0.5382190942764282,0.801501989364624,0.5346208810806274,0.899226188659668,1,2,1769513220202.0,1,1,train
1769513220202.0,learning_data/20260127_202651/images/frame_00000073_1769513220202.jpg,READY,1.9780768156051636,0.5343755483627319,0.8017882108688354,0.5383826494216919,0.911697268486023,1,2,1769513220345.0,1,1,train
1769513220345.0,learning_data/20260127_202651/images/frame_00000074_1769513220345.jpg,READY,2.352945327758789,0.5379737615585327,0.8017064332962036,0.5347026586532593,0.9167265892028809,1,2,1769513220488.0,1,1,val
1769513220488.0,learning_data/20260127_202651/images/frame_00000075_1769513220488.jpg,READY,2.344440460205078,0.5423488616943359,0.801501989364624,0.5430848598480225,0.9117790460586548,1,2,1769513220588.0,1,1,train
1769513220588.0,learning_data/20260127_202651/images/frame_00000076_1769513220588.jpg,READY,3.926386594772339,0.5382599830627441,0.8006842136383057,0.5347844362258911,0.9152954816818237,1,2,1769513220690.0,1,1,train
1769513220690.0,learning_data/20260127_202651/images/frame_00000077_1769513220690.jpg,READY,3.9222159385681152,0.5389550924301147,0.5742830038070679,0.5387506484985352,0.9119426012039185,1,2,1769513220792.0,1,1,train
1769513220792.0,learning_data/20260127_202651/images/frame_00000078_1769513220792.jpg,READY,3.9271225929260254,0.5385870933532715,0.8014611005783081,0.5346617698669434,0.9121061563491821,1,2,1769513220900.0,1,1,train
1769513220900.0,learning_data/20260127_202651/images/frame_00000079_1769513220900.jpg,READY,3.910153865814209,0.534866213798523,0.7968406677246094,0.5384235382080078,0.9118608236312866,1,2,1769513221002.0,1,1,train
1769513221002.0,learning_data/20260127_202651/images/frame_00000080_1769513221002.jpg,READY,3.910153865814209,0.5383008718490601,0.8018290996551514,0.5347844362258911,0.9122288227081299,1,2,1769513221103.0,1,1,train
1769513221103.0,learning_data/20260127_202651/images/frame_00000081_1769513221103.jpg,READY,3.9362406730651855,0.5382190942764282,0.8014611005783081,0.534334659576416,0.9119426012039185,1,2,1769513221252.0,1,1,train
1769513221252.0,learning_data/20260127_202651/images/frame_00000082_1769513221252.jpg,READY,1.7788666486740112,0.5345799922943115,0.8017064332962036,0.4254887104034424,0.8951781988143921,1,2,1769513221360.0,1,1,train
1769513221360.0,learning_data/20260127_202651/images/frame_00000083_1769513221360.jpg,READY,1.7788666486740112,0.5345799922943115,0.8017064332962036,0.4254887104034424,0.8951781988143921,1,2,1769513221497.0,1,1,val
1769513221497.0,learning_data/20260127_202651/images/frame_00000084_1769513221497.jpg,READY,1.7788666486740112,0.5382190942764282,0.8012975454330444,0.5347844362258911,0.9115746021270752,1,2,1769513221599.0,1,1,val
1769513221599.0,learning_data/20260127_202651/images/frame_00000085_1769513221599.jpg,READY,2.9489810466766357,0.5380146503448486,0.8013384342193604,0.5345799922943115,0.9115337133407593,1,2,1769513221707.0,1,1,val
1769513221707.0,learning_data/20260127_202651/images/frame_00000086_1769513221707.jpg,READY,3.9356274604797363,0.5381373167037964,0.801011323928833,0.5347435474395752,0.9072403907775879,1,2,1769513221809.0,2,1,train
1769513221809.0,learning_data/20260127_202651/images/frame_00000087_1769513221809.jpg,READY,3.9356274604797363,0.5389550924301147,0.7973313331604004,0.538832426071167,0.9117381572723389,2,2,1769513221917.0,2,1,train
1769513221917.0,learning_data/20260127_202651/images/frame_00000088_1769513221917.jpg,READY,3.9184131622314453,0.5382599830627441,0.8015428781509399,0.5344573259353638,0.9112883806228638,2,2,1769513222029.0,1,1,val
1769513222029.0,learning_data/20260127_202651/images/frame_00000089_1769513222029.jpg,READY,3.9271225929260254,0.5383826494216919,0.8013384342193604,0.5340484380722046,0.9423229694366455,1,2,1769513222131.0,0,1,train
1769513222131.0,learning_data/20260127_202651/images/frame_00000090_1769513222131.jpg,READY,4.774133682250977,0.061292290687561035,0.8011748790740967,0.5341302156448364,0.9125150442123413,0,2,1769513222239.0,0,1,val
1769513222239.0,learning_data/20260127_202651/images/frame_00000091_1769513222239.jpg,READY,3.9312524795532227,0.5431257486343384,0.8011748790740967,0.5383008718490601,0.9163994789123535,0,2,1769513222378.0,1,1,train
1769513222378.0,learning_data/20260127_202651/images/frame_00000092_1769513222378.jpg,READY,0.6716392040252686,0.5410404205322266,0.5088609457015991,0.5340484380722046,0.9077719449996948,1,2,1769513222498.0,1,1,train
1769513222498.0,learning_data/20260127_202651/images/frame_00000093_1769513222498.jpg,READY,1.950435996055603,0.542839527130127,0.8011339902877808,0.5385870933532715,0.9111248254776001,1,2,1769513222646.0,1,1,train
1769513222646.0,learning_data/20260127_202651/images/frame_00000094_1769513222646.jpg,READY,0.5839327573776245,0.5379737615585327,0.8046913146972656,0.5342937707901001,0.9099390506744385,1,2,1769513222776.0,1,1,train
1769513222776.0,learning_data/20260127_202651/images/frame_00000095_1769513222776.jpg,READY,2.13468074798584,0.5381373167037964,0.8014202117919922,0.5380964279174805,0.915663480758667,1,2,1769513222904.0,1,1,train
1769513222904.0,learning_data/20260127_202651/images/frame_00000096_1769513222904.jpg,READY,1.5007002353668213,0.5342528820037842,0.8056317567825317,0.534825325012207,0.9118199348449707,1,2,1769513223011.0,1,1,train
1769513223011.0,learning_data/20260127_202651/images/frame_00000097_1769513223011.jpg,READY,1.5007002353668213,0.5342528820037842,0.8056317567825317,0.534825325012207,0.9118199348449707,1,2,1769513223114.0,0,1,val
1769513223114.0,learning_data/20260127_202651/images/frame_00000098_1769513223114.jpg,READY,0.5754687786102295,0.5384644269943237,0.8006024360656738,0.5344573259353638,0.9120243787765503,0,2,1769513223238.0,0,1,val
1769513223238.0,learning_data/20260127_202651/images/frame_00000099_1769513223238.jpg,READY,3.931375026702881,0.5389550924301147,0.8005615472793579,0.5346208810806274,0.9112883806228638,0,2,1769513223375.0,1,1,train
1769513223375.0,learning_data/20260127_202651/images/frame_00000100_1769513223375.jpg,READY,0.5845869779586792,0.5429621934890747,0.8055499792098999,0.5305728912353516,0.5779629945755005,1,2,1769513223478.0,1,1,train
1769513223478.0,learning_data/20260127_202651/images/frame_00000101_1769513223478.jpg,READY,0.5719932317733765,0.5427577495574951,0.8016246557235718,0.4269198179244995,0.5776767730712891,1,2,1769513223594.0,1,1,train
1769513223594.0,learning_data/20260127_202651/images/frame_00000102_1769513223594.jpg,READY,3.9264273643493652,0.5387506484985352,0.8010522127151489,0.5347026586532593,0.9112883806228638,1,2,1769513223699.0,1,1,train
1769513223699.0,learning_data/20260127_202651/images/frame_00000103_1769513223699.jpg,READY,3.9264273643493652,0.5383008718490601,0.8006842136383057,0.534866213798523,0.9115337133407593,1,2,1769513223806.0,1,1,train
1769513223806.0,learning_data/20260127_202651/images/frame_00000104_1769513223806.jpg,READY,3.9267544746398926,0.5383008718490601,0.8016655445098877,0.5347026586532593,0.911697268486023,1,2,1769513223930.0,1,1,train
1769513223930.0,learning_data/20260127_202651/images/frame_00000105_1769513223930.jpg,READY,3.9267544746398926,0.5386688709259033,0.8049366474151611,0.5349071025848389,0.9112066030502319,1,1,1769513224083.0,1,1,train
1769513224083.0,learning_data/20260127_202651/images/frame_00000106_1769513224083.jpg,READY,0.5731790065765381,0.5380555391311646,0.8053046464920044,0.534825325012207,0.9058501720428467,1,1,1769513224206.0,1,1,train
1769513224206.0,learning_data/20260127_202651/images/frame_00000107_1769513224206.jpg,READY,0.5731790065765381,0.5289373397827148,0.788049578666687,0.5445159673690796,0.9015977382659912,1,1,1769513224352.0,2,1,train
1769513224352.0,learning_data/20260127_202651/images/frame_00000108_1769513224352.jpg,READY,0.5765318870544434,0.5313088893890381,0.7810167074203491,0.5471737384796143,0.8805400133132935,2,1,1769513224471.0,1,1,val
1769513224471.0,learning_data/20260127_202651/images/frame_00000109_1769513224471.jpg,READY,1.6438109874725342,0.4898885488510132,0.7685456275939941,0.5414493083953857,0.8650840520858765,1,1,1769513224591.0,1,1,train
1769513224591.0,learning_data/20260127_202651/images/frame_00000110_1769513224591.jpg,READY,1.6438109874725342,0.5824198722839355,0.5415310859680176,0.5522030591964722,0.8512636423110962,1,1,1769513224738.0,1,1,train
1769513224738.0,learning_data/20260127_202651/images/frame_00000111_1769513224738.jpg,READY,0.8141366243362427,0.6105104684829712,0.507429838180542,0.1741044521331787,0.7619625329971313,1,1,1769513224863.0,1,1,train
1769513224863.0,learning_data/20260127_202651/images/frame_00000112_1769513224863.jpg,READY,4.497030258178711,0.6471059322357178,0.44793665409088135,0.6163166761398315,0.7080711126327515,1,1,1769513224984.0,2,1,train
1769513224984.0,learning_data/20260127_202651/images/frame_00000113_1769513224984.jpg,READY,0.9923708438873291,0.6658329963684082,0.6071575880050659,0.48821210861206055,0.5226813554763794,2,1,1769513225118.0,2,1,train
1769513225118.0,learning_data/20260127_202651/images/frame_00000114_1769513225118.jpg,READY,0.8062041997909546,0.6767503023147583,0.5596448183059692,0.6678365468978882,0.6365566253662109,2,1,1769513225244.0,1,1,val
1769513225244.0,learning_data/20260127_202651/images/frame_00000115_1769513225244.jpg,READY,1.014328122138977,0.6829245090484619,0.3094463348388672,0.39743900299072266,0.58417809009552,1,1,1769513225344.0,1,1,train
1769513225344.0,learning_data/20260127_202651/images/frame_00000116_1769513225344.jpg,READY,1.014328122138977,0.6829245090484619,0.3094463348388672,0.39743900299072266,0.58417809009552,1,1,1769513225469.0,1,1,train
1769513225469.0,learning_data/20260127_202651/images/frame_00000117_1769513225469.jpg,READY,3.865053415298462,0.6125549077987671,0.4146531820297241,0.7151448726654053,0.79152512550354,1,1,1769513225591.0,1,1,train
1769513225591.0,learning_data/20260127_202651/images/frame_00000118_1769513225591.jpg,READY,0.870317816734314,0.5774723291397095,0.38312792778015137,0.6816160678863525,0.834417462348938,1,1,1769513225711.0,1,1,train
1769513225711.0,learning_data/20260127_202651/images/frame_00000119_1769513225711.jpg,READY,0.6881991624832153,0.5062031745910645,0.43019092082977295,0.6136997938156128,0.8950146436691284,1,1,1769513225826.0,1,1,train
1769513225826.0,learning_data/20260127_202651/images/frame_00000120_1769513225826.jpg,READY,0.5967718362808228,0.47210192680358887,0.4564415216445923,0.5821336507797241,0.4255295991897583,1,1,1769513225940.0,2,1,train
1769513225940.0,learning_data/20260127_202651/images/frame_00000121_1769513225940.jpg,READY,0.46367883682250977,0.38145148754119873,0.5184698104858398,0.5175702571868896,0.46110284328460693,2,2,1769513226067.0,2,1,train
1769513226067.0,learning_data/20260127_202651/images/frame_00000122_1769513226067.jpg,READY,0.3747866153717041,0.2609522342681885,0.6126366853713989,0.49549031257629395,0.5120093822479248,2,2,1769513226200.0,1,1,val
1769513226200.0,learning_data/20260127_202651/images/frame_00000123_1769513226200.jpg,READY,3.1431210041046143,0.25539135932922363,0.6058900356292725,0.4071296453475952,0.5181835889816284,1,2,1769513226351.0,1,1,train
1769513226351.0,learning_data/20260127_202651/images/frame_00000124_1769513226351.jpg,READY,3.0860402584075928,0.22852742671966553,0.6017193794250488,0.38055193424224854,0.5291826725006104,1,2,1769513226482.0,2,1,val
1769513226482.0,learning_data/20260127_202651/images/frame_00000125_1769513226482.jpg,READY,3.04449725151062,0.20579326152801514,0.6130455732345581,0.3787119388580322,0.5331897735595703,2,2,1769513226616.0,2,1,train
1769513226616.0,learning_data/20260127_202651/images/frame_00000126_1769513226616.jpg,READY,3.0426981449127197,0.18191421031951904,0.6139860153198242,0.3729466199874878,0.5374422073364258,2,2,1769513226736.0,2,1,train
1769513226736.0,learning_data/20260127_202651/images/frame_00000127_1769513226736.jpg,READY,1.717656135559082,0.20399415493011475,0.617093563079834,0.49549031257629395,0.5364199876785278,2,2,1769513226870.0,2,1,val
1769513226870.0,learning_data/20260127_202651/images/frame_00000128_1769513226870.jpg,READY,2.510448932647705,0.19168663024902344,0.6134544610977173,0.3818603754043579,0.5369106531143188,2,2,1769513226988.0,2,1,val
1769513226988.0,learning_data/20260127_202651/images/frame_00000129_1769513226988.jpg,READY,2.4899635314941406,0.19585728645324707,0.6092838048934937,0.3121858835220337,0.5331488847732544,2,2,1769513227124.0,2,1,train
1769513227124.0,learning_data/20260127_202651/images/frame_00000130_1769513227124.jpg,READY,3.038322925567627,0.1954892873764038,0.6174206733703613,0.37789416313171387,0.5370333194732666,2,2,1769513227247.0,2,1,val
1769513227247.0,learning_data/20260127_202651/images/frame_00000131_1769513227247.jpg,READY,1.2982189655303955,0.19156396389007568,0.6139451265335083,0.36902129650115967,0.5344164371490479,2,2,1769513227371.0,2,1,train
